date_time,close,cot_index,movement_index
2023-09-26 17:00:00,74.45916603876141,10.793284612051773,-21.32528513066905
2023-10-03 17:00:00,74.76256871750685,0.0,0.0
2023-10-06 17:00:00,180.63229432183925,0.0,-1.6958790375090966
2023-10-11 17:00:00,190.93995167954242,5.986755443030174,4.290876405521077
2023-10-18 17:00:00,106.77385668187435,0.0,-8.07870104386717
2023-10-20 17:00:00,66.15831011853561,0.0,-8.07870104386717
2023-10-25 17:00:00,68.41531104573642,0.0,0.0
2023-10-27 17:00:00,63.2592705172483,0.0,0.0
2023-10-31 17:00:00,143.80677384739056,0.0,0.0
2023-11-02 17:00:00,229.785597107707,0.16160104105091708,-10.631683571000858
2023-11-07 17:00:00,196.2874975871809,0.16160104105091708,-10.631683571000858
2023-11-10 17:00:00,223.710007437875,14.901317048484565,14.901317048484565
2023-11-14 17:00:00,265.5613761122617,14.901317048484565,14.901317048484565
2023-11-30 17:00:00,201.93302845783592,12.055225029449662,12.055225029449662
2023-12-11 17:00:00,212.13330526612842,7.3658179776905515,7.3658179776905515
2023-12-13 17:00:00,266.05701095773844,11.956563341229105,11.956563341229105
2023-12-20 17:00:00,156.32960397571992,33.633004035773375,33.471402994722446
2023-12-26 17:00:00,229.17516414226571,33.633004035773375,18.731686987288803
2024-01-03 17:00:00,140.34231877008872,34.46397359949308,24.726872977329073
2024-01-08 17:00:00,234.0930211419841,34.46397359949308,19.85460158964392
2024-01-19 17:00:00,248.97945176036592,29.166861580203022,17.11163655075336
2024-01-29 17:00:00,244.9534169201688,31.01698086728727,19.060417526058167
2024-01-31 17:00:00,132.862789882613,37.621147622551,25.664584281321893
2024-02-02 17:00:00,256.4861838120196,37.621147622551,25.664584281321893
2024-02-09 17:00:00,246.43928602284112,41.7981092678197,8.728369913288283
2024-02-13 17:00:00,149.69181246828566,41.7981092678197,8.728369913288283
2024-02-15 17:00:00,237.73059795272044,39.81509438776595,5.3511207882728735
2024-02-22 17:00:00,291.55058840782954,37.867589210153646,3.403615610660567
2024-03-07 17:00:00,256.6010590452074,33.045711831322535,2.0287309640352653
2024-03-20 17:00:00,260.9898078522101,30.797118398278524,-6.8240292242724765
2024-04-04 17:00:00,125.55368146349974,3.003227768162043,-34.864361441991605
2024-04-12 17:00:00,114.70724531453651,0.0,-37.41276733277482
2024-04-16 17:00:00,115.58995558943752,0.0,-37.41276733277482
2024-04-19 17:00:00,82.40443803695756,0.0,-33.045711831322535
2024-04-23 17:00:00,202.5488275408184,0.0,-33.045711831322535
2024-04-30 17:00:00,101.7955482670386,0.0,-37.522698567279186
2024-05-03 17:00:00,226.25266648551636,6.2921556684236375,-24.50496272985489
2024-05-09 17:00:00,222.59945636124485,15.159174368394382,-8.11669136665646
2024-05-15 17:00:00,268.242544643268,18.689419336892033,15.68619156872999
2024-05-30 17:00:00,142.0850908244147,13.43018245940506,13.43018245940506
2024-06-05 17:00:00,248.53457216953166,22.83884004866437,22.83884004866437
2024-06-12 17:00:00,248.17811736586103,33.09947233261547,33.09947233261547
2024-07-02 17:00:00,232.63709696965,33.77219754524027,15.082778208348234
2024-07-10 17:00:00,276.9304151153883,34.48143904889799,18.81915441350505
2024-07-16 17:00:00,260.7921641030261,34.48143904889799,21.05125658949293
2024-07-17 17:00:00,159.97273588553233,35.868462817057484,22.438280357652427
2024-07-19 17:00:00,132.90413064665836,35.868462817057484,13.029622768393116
2024-07-24 17:00:00,60.18135198685832,22.19848432202992,-4.232804207680047
2024-07-31 17:00:00,236.2949468569959,16.417096732812983,-19.50695872959126
2024-08-01 17:00:00,120.09235387444096,17.734387907923697,-18.18966755448054
2024-08-02 17:00:00,46.40089239484769,17.734387907923697,-27.872249431670127
2024-08-05 17:00:00,-54.033988986442644,17.734387907923697,-27.872249431670127
2024-08-08 17:00:00,203.33605416770345,20.2894348601008,-12.4988403889134
2024-08-13 17:00:00,241.98165068336309,20.2894348601008,-13.48276268513947
2024-08-15 17:00:00,283.1157074691618,40.488190364110295,18.90386551694586
2024-08-21 17:00:00,238.6228548842364,52.762309225132114,18.280870176234124
2024-09-03 17:00:00,91.50985346588732,45.705806605664186,9.837343788606711
2024-09-06 17:00:00,53.80655539478312,40.451804917152046,17.126102585420565
2024-09-10 17:00:00,174.69168502181648,40.451804917152046,17.126102585420565
2024-09-12 17:00:00,230.29963574836032,49.6595970880272,33.24250035521422
2024-09-19 17:00:00,281.46226557938013,64.72516195787816,45.704445323278655
2024-10-09 17:00:00,243.14336659390938,29.075383255303613,-23.68692596982851
2024-10-14 17:00:00,263.4642042221685,29.075383255303613,-16.63042335036059
2024-10-31 17:00:00,67.71017942746222,3.508637279733022,-61.21652467814514
2024-11-06 17:00:00,331.442987508387,0.0,-36.96306592872432
2024-11-15 17:00:00,115.80941683037872,18.240937626569465,-8.897773362119784
2024-11-22 17:00:00,220.4785136294004,12.741747671121912,-16.333635584181692
2024-12-04 17:00:00,250.12377816850858,48.90390846496558,31.69074944066407
2024-12-18 17:00:00,2.0999988837420456,29.042881733495346,25.534244453762323
2024-12-23 17:00:00,197.22284211876104,29.042881733495346,29.042881733495346
2024-12-30 17:00:00,89.10615063179466,42.98931753746456,24.748379910895096
2025-01-06 17:00:00,202.09324055032172,38.23207776427704,25.490330093155126
2025-01-10 17:00:00,58.55703180494083,44.553716079384365,31.811968408262448
2025-01-15 17:00:00,240.38899345600018,37.348622924260845,-2.8437626569461263
2025-01-21 17:00:00,248.44436410654183,37.348622924260845,-11.555285540704734
2025-01-27 17:00:00,119.3838761028196,43.73455852571892,-5.169349939246658
2025-02-03 17:00:00,125.28102959909029,38.957827055488046,-3.164742810854598
